team1_adjde,team1_adjoe,team1_fg2pct,team1_oppfg2pct,team1_oppfg3pct,team1_oppftpct,team1_rpi_rating,team1_seed,team1_tempo,team2_adjde,team2_arate,team2_fg3pct,team2_oe,team2_oppftpct,team2_seed,APRdiff,result
94,118,55,46,31,72,1,3,69,95,52,34,108,71,11,4,1
94,118,55,46,31,72,1,3,69,95,55,40,115,71,1,-41,1
94,118,55,46,31,72,1,3,69,100,52,38,116,68,7,-12,1
95,121,53,45,36,71,1,1,71,96,66,38,105,72,9,13,1
95,121,53,45,36,71,1,1,71,103,52,35,99,71,16,40,1
94,119,56,45,30,69,1,7,61,95,57,34,107,69,10,-13,1
92,119,53,48,31,67,1,2,75,100,64,41,121,67,3,10,1
95,121,53,45,36,71,1,1,71,93,65,41,113,71,4,45,1
92,119,53,48,31,67,1,2,75,105,52,36,107,71,15,-5,1
92,119,53,48,31,67,1,2,75,93,59,41,118,69,10,16,1
94,122,51,47,34,72,1,1,72,97,49,36,113,70,4,-18,1
94,122,51,47,34,72,1,1,72,92,52,35,114,67,2,-8,1
94,122,51,47,34,72,1,1,72,101,51,37,112,70,8,41,1
96,121,54,49,29,70,1,2,70,108,49,36,110,72,15,47,1
94,122,51,47,34,72,1,1,72,107,48,30,107,68,16,64,1
94,122,51,47,34,72,1,1,72,94,58,38,114,72,3,6,1
94,122,51,47,34,72,1,1,72,88,53,38,119,66,1,-21,1
90,117,51,47,35,68,1,4,71,100,54,38,108,66,13,-28,1
90,117,51,47,35,68,1,4,71,98,58,39,114,73,5,-16,1
92,117,52,44,31,72,1,3,65,103,56,33,111,68,14,49,1
92,117,52,44,31,72,1,3,65,100,56,36,111,71,11,24,1
94,117,54,45,34,71,1,3,72,105,50,34,112,69,14,5,1
93,117,52,46,32,71,1,4,70,96,54,40,112,70,5,24,1
93,117,52,46,32,71,1,4,70,99,49,37,113,71,13,-34,1
101,117,50,47,33,70,1,8,72,96,47,34,105,72,9,-37,1
98,119,51,48,34,73,1,5,68,97,54,38,109,70,12,-8,1
91,114,51,42,38,74,1,8,65,92,53,37,118,71,1,-39,1
91,114,51,42,38,74,1,8,65,103,56,40,113,71,9,-9,1
89,116,50,45,31,71,1,4,71,97,54,38,110,72,13,7,1
89,116,50,45,31,71,1,4,71,87,57,39,109,70,5,15,1
89,116,50,45,31,71,1,4,71,91,52,35,111,74,8,16,1
90,117,50,44,31,69,1,2,69,105,57,37,106,72,15,66,1
100,112,50,47,36,71,1,11,71,95,63,40,117,69,6,-27,1
96,111,49,44,33,67,1,8,66,96,56,38,106,70,9,-1,1
95,110,51,46,29,71,1,11,68,96,56,40,112,68,6,-24,1
97,118,55,51,33,70,1,4,67,97,54,37,112,71,12,28,1
96,120,51,47,35,70,1,5,71,101,60,38,112,69,12,-17,1
97,118,55,51,33,70,1,4,67,102,48,38,109,72,13,6,1
100,121,56,50,38,68,1,7,64,90,49,36,112,69,2,-4,1
100,121,56,50,38,68,1,7,64,103,51,40,117,72,10,13,1
87,114,50,45,31,70,1,5,60,105,52,36,118,71,12,-6,1
89,106,45,45,30,71,1,7,69,92,60,35,111,72,3,-2,1
89,106,45,45,30,71,1,7,69,89,47,36,110,71,4,-18,1
89,106,45,45,30,71,1,7,69,96,47,38,116,70,2,-42,1
89,106,45,45,30,71,1,7,69,103,57,43,116,70,10,-12,1
100,115,52,53,34,70,1,11,68,95,53,40,113,69,2,10,1
100,115,52,53,34,70,1,11,68,94,49,36,114,71,3,13,1
100,115,52,53,34,70,1,11,68,99,57,37,108,70,6,22,1
96,111,52,44,35,72,1,9,68,93,48,36,107,74,8,11,1
